sim,year,species_code,ess,value,in_out
22,2008,10115,ess_f,115.89533073047491,in
22,2012,10115,ess_f,76.42779160782264,in
22,2016,10115,ess_f,168.34141810019568,in
22,2008,30060,ess_f,51.48646806382869,in
22,2012,30060,ess_f,167.60429699044812,in
22,2016,30060,ess_f,258.952106827353,in
22,2008,10112,ess_m,568.684541910479,in
22,2012,10112,ess_m,373.4559624803509,in
22,2016,10112,ess_m,613.9982998339028,in
22,2008,10115,ess_m,439.9081667539506,in
22,2012,10115,ess_m,151.6699144230358,in
22,2016,10115,ess_m,624.6652333045066,in
22,2008,30060,ess_m,84.93889239637198,in
22,2012,30060,ess_m,74.10047218005222,in
22,2016,30060,ess_m,135.95040949491423,in
22,2008,10112,ess_t,1209.876148940023,in
22,2012,10112,ess_t,626.3683437097258,in
22,2016,10112,ess_t,995.626548289415,in
22,2008,10115,ess_t,457.4837419434054,in
22,2012,10115,ess_t,156.30151812851315,in
22,2016,10115,ess_t,974.1404738947903,in
22,2008,30060,ess_t,195.4357510862855,in
22,2012,30060,ess_t,249.027446632384,in
22,2016,30060,ess_t,496.10459543079486,in
23,2008,10112,ess_f,609.481887227749,in
23,2012,10112,ess_f,345.69008677780425,in
23,2016,10112,ess_f,381.4311930918231,in
23,2008,10115,ess_f,119.60865094370607,in
23,2012,10115,ess_f,152.346717237154,in
23,2016,10115,ess_f,62.92763597905752,in
23,2008,30060,ess_f,217.68585185533857,in
23,2012,30060,ess_f,80.75471349045694,in
23,2016,30060,ess_f,190.77996526274785,in
23,2008,10112,ess_m,687.7776097998154,in
